city,avg_sunday_holiday_rides,month_beginning,routename,monthtotal,avg_weekday_rides,avg_saturday_rides,route
Chicago,5484.3,2001-02-01,Diversey,324993,13775.4,6886.9,76
Chicago,2381.5,2001-04-01,South Kedzie,165038,6568.3,3799.0,52A
Chicago,1503.4,2001-02-01,Harlem,95804,3967.0,2612.5,90
Chicago,7307.1,2001-03-01,Milwaukee,420547,15492.3,10097.6,56
Chicago,398.4,2001-01-01,East 103rd,55265,2317.8,570.3,106
Chicago,0.0,2001-02-01,North Central,17802,879.8,51.8,85A
Chicago,6234.8,2001-03-01,Irving Park,340221,12315.9,8866.3,80
Chicago,2384.8,2001-01-01,Austin,218421,8583.5,4415.0,91
Chicago,1417.1,2001-01-01,South Pulaski,218700,9037.4,3198.0,53A
Chicago,372.9,2001-01-01,Museum of S & I,4115,0.0,562.6,10
Chicago,8725.3,2001-01-01,King Drive,567413,21406.5,13210.7,3
Chicago,0.0,2001-03-01,Jeffery Manor Express,27636,1256.2,0.0,100
Chicago,0.0,2001-03-01,North Harlem,7604,309.9,157.2,90N
Chicago,9533.3,2001-04-01,King Drive,568992,21917.1,15266.7,3
Chicago,0.0,2001-01-01,Illinois Center/Ogilvie Express,24705,1122.9,0.0,122
Chicago,2817.7,2001-02-01,Jackson,246048,10761.9,4884.7,126
Chicago,9466.2,2001-01-01,Pulaski,589242,21726.0,15984.4,53
Chicago,0.0,2001-01-01,Cumberland/East River,8761,417.2,0.0,69
Chicago,7558.0,2001-01-01,Lawrence,402803,14489.3,11561.8,81
Chicago,2556.7,2001-01-01,West 95th,144468,5162.6,4526.5,95W
Chicago,0.0,2001-01-01,Indiana/Hyde Park,153617,6982.6,0.0,1
Chicago,0.0,2001-03-01,Sheridan/LaSalle Express,42990,1954.1,0.0,136
Chicago,0.0,2001-02-01,Clarendon/LaSalle Express,54070,2703.5,0.0,135
Chicago,1721.4,2001-04-01,South Halsted,87040,3170.6,2962.7,8A
Chicago,5852.5,2001-03-01,Cermak,237571,7861.8,8240.3,21
Chicago,642.3,2001-01-01,16th/18th,49130,1923.8,898.5,18
Chicago,969.2,2001-02-01,Lincoln/Sedgwick,82644,3606.1,1661.2,11
Chicago,6174.4,2001-01-01,Milwaukee,381555,14274.6,9160.4,56
Chicago,3854.5,2001-04-01,47th,222711,8463.6,6425.6,47
Chicago,8280.8,2001-01-01,Halsted,521892,19582.2,12420.0,8
Chicago,487.6,2001-02-01,East 103rd,57661,2663.3,611.2,106
Chicago,17012.3,2001-03-01,79th,903294,31981.4,26330.6,79
Chicago,0.0,2001-03-01,69th-UPS Express,17163,767.5,55.8,169
Chicago,282.5,2001-03-01,Central/Ridge,35445,1413.8,642.2,201
Chicago,689.9,2001-04-01,Laramie,71205,2938.4,1512.5,57
Chicago,0.0,2001-02-01,Halsted/95th,62094,3104.7,0.0,108
Chicago,3525.7,2001-02-01,71st/South Shore,190393,7650.9,5818.3,71
Chicago,358.1,2001-02-01,43rd,31879,1390.6,658.6,43
Chicago,0.0,2001-02-01,West Loop/South Loop,16231,811.5,0.0,129
Chicago,5549.4,2001-03-01,Kedzie/California,337442,12226.5,9252.4,52
Chicago,0.0,2001-02-01,U. of Chicago/Midway,5758,287.9,0.0,170
Chicago,12559.4,2001-02-01,63rd,580890,22932.3,18001.7,63
Chicago,0.0,2001-04-01,California/Dodge,48419,2120.8,970.5,93
Chicago,1954.1,2001-01-01,North Western,133958,5087.6,3065.0,49B
Chicago,8070.9,2001-02-01,Chicago,511938,21441.0,12708.4,66
Chicago,0.0,2001-04-01,Illinois Center/Union Express,16817,800.8,0.0,123
Chicago,0.0,2001-04-01,Jeffery Manor Express,23532,1120.6,0.0,100
Chicago,0.0,2001-03-01,Halsted/95th,70285,3194.8,0.0,108
Chicago,0.0,2001-02-01,West Cermak,4458,222.9,0.0,25
Chicago,11678.0,2001-03-01,Clark,622370,22534.9,15977.9,22
Chicago,444.0,2001-02-01,West Lawrence,35286,1505.2,851.7,81W
Chicago,0.0,2001-02-01,California/Dodge,48884,2249.3,974.8,93
Chicago,1213.7,2001-02-01,Peterson,100176,4369.3,1983.8,84
Chicago,1403.9,2001-03-01,Armitage,135270,5324.8,2501.6,73
Chicago,3558.3,2001-04-01,71st/South Shore,191162,7150.3,5803.4,71
Chicago,11797.6,2001-02-01,Cottage Grove,595896,23907.9,17637.0,4
Chicago,0.0,2001-01-01,North Milwaukee,11938,568.5,0.0,56A
Chicago,8478.8,2001-01-01,Chicago,557759,21001.5,13332.8,66
Chicago,0.0,2001-02-01,Madison/Roosevelt Circulator,4290,214.5,0.0,127
Chicago,1662.5,2001-03-01,Wallace-Racine,176272,6994.1,3150.3,44
Chicago,2377.5,2001-01-01,South Cicero,134823,4775.5,4468.6,54B
Chicago,3467.0,2001-01-01,South California,269786,10603.7,4792.6,94
Chicago,3046.4,2001-03-01,Jackson,282150,11114.2,5090.4,126
Chicago,0.0,2001-03-01,Ogilvie/Wacker Express,18423,837.4,0.0,120
Chicago,0.0,2001-03-01,Outer Drive Express,244988,9739.4,6144.3,147
Chicago,2511.7,2001-04-01,South Cicero,137759,4991.5,5094.7,54B
Chicago,169.4,2001-02-01,U. of Chicago/Lakeview Express,7703,252.5,493.9,173
Chicago,0.0,2001-01-01,Western Express,112899,5131.8,0.0,X49
Chicago,437.3,2001-03-01,West Lawrence,40042,1507.6,1025.1,81W
Chicago,0.0,2001-02-01,LaSalle,182247,9112.3,0.0,156
Chicago,0.0,2001-03-01,West Cermak,6040,274.5,0.0,25
Chicago,6819.6,2001-02-01,Blue Island/26th,345328,14023.4,9395.7,60
Chicago,3102.1,2001-02-01,93rd-95th,147020,5773.6,4785.1,95E
Chicago,523.9,2001-01-01,Higgins,43101,1721.8,650.3,88
Chicago,0.0,2001-02-01,Jeffery Express,180965,9048.2,0.0,14
Chicago,2890.1,2001-01-01,Michigan/119th,147205,5171.2,4747.3,119
Chicago,2092.8,2001-03-01,51st,138600,4966.5,4193.2,51
Chicago,7056.8,2001-04-01,Fullerton,341681,12500.6,10971.2,74
Chicago,869.5,2001-01-01,Lincoln/Sedgwick,86887,3448.7,1667.3,11
Chicago,7563.9,2001-02-01,Lawrence,377721,15145.2,11140.3,81
Chicago,0.0,2001-03-01,Hyde Park Express,18964,862.0,0.0,2
Chicago,6853.7,2001-01-01,North,418889,15417.4,11359.3,72
Chicago,1740.3,2001-04-01,South Pulaski,214091,9133.8,3395.1,53A
Chicago,0.0,2001-04-01,North Milwaukee,13816,657.9,0.0,56A
Chicago,0.0,2001-03-01,South Western,9614,437.0,0.0,49A
Chicago,861.2,2001-02-01,South Chicago,93503,4110.7,1961.2,30
Chicago,0.0,2001-02-01,Hyde Park Express,19535,976.8,0.0,2
Chicago,569.2,2001-03-01,Navy Pier,2860,0.0,860.9,124
Chicago,0.0,2001-01-01,North Cicero/Skokie Blvd.,28188,1281.3,0.0,54A
Chicago,7180.5,2001-03-01,Jackson Park Express,512929,19086.8,12859.5,6
Chicago,704.2,2001-04-01,South Chicago,93261,3837.4,2288.4,30
Chicago,1618.7,2001-03-01,Harlem,108971,3958.2,3083.3,90
Chicago,0.0,2001-04-01,55th/Narragansett,21408,995.0,128.3,55N
Chicago,1942.6,2001-02-01,35th,141693,6043.6,3262.6,35
Chicago,11466.5,2001-01-01,63rd,605727,21814.1,17120.8,63
Chicago,7052.3,2001-02-01,Garfield,328710,13244.6,8902.1,55
Chicago,5991.4,2001-02-01,Cermak,212421,7910.0,7563.8,21
Chicago,0.0,2001-02-01,Sheridan/LaSalle Express,39165,1958.3,0.0,136
Chicago,0.0,2001-02-01,Soldier Field Express,148,0.0,148.1,128
Chicago,0.0,2001-02-01,Lunt,26640,1332.0,0.0,96
Chicago,0.0,2001-01-01,Jeffery Manor Express,25673,1167.0,0.0,100
Chicago,9080.3,2001-03-01,Belmont,567184,20926.5,14095.9,77
Chicago,1145.3,2001-04-01,Vincennes/111th,88667,3646.4,1591.6,112
Chicago,5398.4,2001-03-01,Roosevelt,309052,11387.9,7384.8,12
Chicago,9224.7,2001-02-01,Broadway,404463,15751.5,13133.7,36
Chicago,1564.6,2001-01-01,Wallace-Racine,162910,6559.2,2696.0,44
Chicago,0.0,2001-01-01,Clarendon/LaSalle Express,57669,2621.3,0.0,135
Chicago,0.0,2001-01-01,U. of Chicago/Midway,6315,287.1,0.0,170
Chicago,1071.0,2001-01-01,West 103rd,93121,3704.9,1564.8,103
Chicago,13436.6,2001-04-01,Western,656261,24154.8,20457.0,49
Chicago,2423.6,2001-01-01,South Deering,147904,5629.5,2984.1,27
Chicago,939.9,2001-02-01,Higgins,40925,1705.2,765.6,88
Chicago,0.0,2001-03-01,Wentworth,102721,4669.2,0.0,24
Chicago,7085.0,2001-03-01,Garfield,371515,13365.0,9828.9,55
Chicago,443.7,2001-03-01,Higgins,45048,1796.8,748.5,88
Chicago,1382.3,2001-01-01,Harlem,104289,3880.4,3002.1,90
Chicago,624.6,2001-04-01,Higgins,41849,1701.3,749.7,88
Chicago,1167.5,2001-01-01,Skokie,95096,3681.4,2066.7,97
Chicago,0.0,2001-04-01,Westchester,13626,648.9,0.0,17
Chicago,368.4,2001-01-01,United Center Express,6273,322.0,327.1,19
Chicago,7385.9,2001-02-01,Fullerton,337853,13381.0,10172.3,74
Chicago,1535.4,2001-02-01,South Halsted,83212,3296.3,2786.2,8A
Chicago,2306.3,2001-02-01,Austin,197013,8550.5,4194.4,91
Chicago,1395.9,2001-04-01,Peterson,108687,4313.0,2783.4,84
Chicago,3608.6,2001-03-01,Montrose,253905,9481.0,6177.6,78
Chicago,2370.7,2001-04-01,51st,132776,4854.8,4742.8,51
Chicago,2448.9,2001-03-01,Pullman/111th/115th,168202,6336.0,3802.9,111
Chicago,3991.8,2001-04-01,South Michigan,210454,7830.2,6515.1,34
Chicago,2228.3,2001-04-01,Grand,169373,6767.4,4029.3,65
Chicago,10662.2,2001-01-01,Cottage Grove,618796,22432.2,17994.0,4
Chicago,7165.6,2001-01-01,Jackson Park Express,493926,18443.0,13088.2,6
Chicago,0.0,2001-02-01,Jeffery Manor Express,23555,1177.7,0.0,100
Chicago,8251.7,2001-03-01,Chicago,565492,21182.7,13293.3,66
Chicago,1508.8,2001-02-01,South Pulaski,213739,9793.7,2957.6,53A
Chicago,0.0,2001-03-01,Harrison,126040,5729.1,0.0,7
Chicago,6890.2,2001-04-01,Cicero,341724,12839.5,9410.9,54
Chicago,7514.6,2001-04-01,Garfield,361091,13511.7,9943.0,55
Chicago,0.0,2001-03-01,Jeffery Express,209894,9540.6,0.0,14
Chicago,0.0,2001-04-01,North Central,16390,767.4,68.5,85A
Chicago,0.0,2001-03-01,Union/Wacker Express,33473,1521.5,0.0,121
Chicago,534.1,2001-03-01,Museum of S & I,7010,0.0,974.8,10
Chicago,616.1,2001-01-01,Laramie,75668,3042.6,1412.8,57
Chicago,479.7,2001-04-01,East 103rd,49929,2142.9,632.6,106
Chicago,3294.7,2001-03-01,74th-75th,200764,7320.5,5306.7,75
Chicago,16119.4,2001-03-01,Ashland,878433,31563.9,23909.9,9
Chicago,8184.0,2001-01-01,Madison,566683,21570.3,12804.3,20
Chicago,5275.2,2001-01-01,Irving Park,319117,11837.8,8077.1,80
Chicago,16494.1,2001-04-01,Ashland,834240,31136.2,24477.5,9
Chicago,0.0,2001-02-01,69th-UPS Express,17365,852.6,78.0,169
Chicago,3119.0,2001-01-01,71st/South Shore,194863,7136.7,5565.3,71
Chicago,317.1,2001-04-01,Cermak Express,3721,0.0,711.7,X21
Chicago,2729.2,2001-03-01,Austin,225103,8666.0,4707.0,91
Chicago,0.0,2001-03-01,South Damen,28902,1313.7,0.0,48
Chicago,470.3,2001-02-01,Museum of S & I,4416,0.0,633.7,10
Chicago,4850.7,2001-01-01,Central,346996,13188.5,8148.9,85
Chicago,0.0,2001-01-01,Hyde Park Express,22001,1000.0,0.0,2
Chicago,2650.5,2001-01-01,Jackson,255239,10129.2,4785.9,126
Chicago,1455.0,2001-04-01,Harlem,99712,3804.7,3134.3,90
Chicago,8687.4,2001-01-01,Broadway,436950,15360.0,13898.6,36
Chicago,2243.2,2001-02-01,Addison,249850,11210.9,4164.6,152
Chicago,0.0,2001-01-01,Water Tower Express,59197,2690.8,0.0,125
Chicago,0.0,2001-02-01,Mag Mile Express,13473,673.6,0.0,33
Chicago,6537.4,2001-03-01,Cicero,355619,12638.4,10284.9,54
Chicago,0.0,2001-01-01,Sedgwick,55014,2500.6,0.0,37
Chicago,6832.9,2001-03-01,67th-69th-71st,407048,14908.6,10345.6,67
Chicago,0.0,2001-01-01,North Central,21550,952.5,148.7,85A
Chicago,0.0,2001-03-01,Mag Mile Express,17166,780.3,0.0,33
Chicago,684.9,2001-03-01,Laramie,80416,3156.4,1646.9,57
Chicago,1369.2,2001-03-01,Skokie,98343,3701.9,2284.9,97
Chicago,441.1,2001-04-01,Museum of S & I,5913,0.0,926.8,10
Chicago,0.0,2001-04-01,Archer/Harlem,31844,1396.1,631.2,62H
Chicago,0.0,2001-03-01,U. of Chicago/Midway,5233,237.9,0.0,170
Chicago,5968.0,2001-01-01,Fullerton,351804,12842.3,9858.6,74
Chicago,0.0,2001-01-01,Outer Drive Express,215649,8812.6,5443.1,147
Chicago,0.0,2001-02-01,Illinois Center/Union Express,15536,776.8,0.0,123
Chicago,11761.6,2001-03-01,Cottage Grove,682721,24463.9,19493.7,4
Chicago,0.0,2001-03-01,Western Express,132360,6016.4,0.0,X49
Chicago,3854.1,2001-02-01,47th,213107,8636.0,6242.4,47
Chicago,0.0,2001-04-01,Narragansett/Ridgeland,34288,1632.8,0.0,86
Chicago,268.9,2001-01-01,Central/Ridge,31865,1275.3,615.9,201
Chicago,2348.6,2001-02-01,51st,126263,5124.6,3593.9,51
Chicago,2169.4,2001-01-01,51st,127952,4654.8,3675.0,51
Chicago,2744.0,2001-02-01,Foster,183443,7803.5,4099.3,92
Chicago,0.0,2001-01-01,Westchester,11319,514.5,0.0,17
Chicago,318.2,2001-04-01,Northwest Highway,40805,1716.0,794.7,68
Chicago,3832.6,2001-04-01,74th-75th,184874,6804.6,5703.4,75
Chicago,2518.9,2001-03-01,Addison,289472,11575.7,4946.1,152
Chicago,0.0,2001-02-01,South Damen,25878,1293.9,0.0,48
Chicago,11762.3,2001-04-01,Cottage Grove,643740,24309.3,18608.4,4
Chicago,355.7,2001-04-01,43rd,29973,1237.9,549.7,43
Chicago,5940.5,2001-01-01,Cicero,334903,12138.9,9536.3,54
Chicago,2076.3,2001-03-01,35th,162549,6190.3,3611.6,35
Chicago,5758.9,2001-04-01,Division,291542,10961.1,8141.3,70
Chicago,2316.9,2001-01-01,Foster,191196,7414.5,4123.2,92
Chicago,0.0,2001-03-01,Pershing,49629,2255.8,0.0,39
Chicago,0.0,2001-02-01,North Milwaukee,10814,540.7,0.0,56A
Chicago,0.0,2001-01-01,Pershing,49492,2249.6,0.0,39
Chicago,0.0,2001-03-01,North Cicero/Skokie Blvd.,31781,1444.6,0.0,54A
Chicago,0.0,2001-04-01,Sedgwick,52227,2487.0,0.0,37
Chicago,0.0,2001-01-01,55th/Narragansett,24237,1071.8,164.4,55N
Chicago,1232.6,2001-02-01,Skokie,88429,3788.5,1932.1,97
Chicago,0.0,2001-01-01,West Cermak,3186,144.8,0.0,25
Chicago,0.0,2001-03-01,Streeterville/Taylor,76560,3480.0,0.0,157
Chicago,3014.3,2001-01-01,93rd-95th,160511,5787.1,4530.5,95E
Chicago,5658.5,2001-02-01,Division,270554,10967.6,7142.3,70
Chicago,0.0,2001-03-01,Sedgwick,57598,2618.1,0.0,37
Chicago,0.0,2001-04-01,Halsted/95th,62117,2957.9,0.0,108
Chicago,2549.1,2001-03-01,South Deering,161636,6091.2,3486.8,27
Chicago,0.0,2001-01-01,Harrison,121097,5504.4,0.0,7
Chicago,3431.3,2001-02-01,South California,250835,10951.8,4518.5,94
Chicago,0.0,2001-03-01,Main/Emerson,10875,494.3,0.0,202
Chicago,4971.4,2001-03-01,Archer,402652,15564.3,8070.4,62
Chicago,8400.0,2001-01-01,Belmont,529774,19856.3,12733.9,77
Chicago,2458.6,2001-04-01,South Deering,146033,5650.2,3771.7,27
Chicago,0.0,2001-01-01,Dodge,31798,1445.4,0.0,204
Chicago,2933.8,2001-03-01,Michigan/119th,156025,5394.1,5124.0,119
Chicago,7769.3,2001-04-01,Blue Island/26th,400659,15104.8,11153.2,60
Chicago,8935.2,2001-02-01,Madison,551849,23086.4,13594.9,20
Chicago,3835.8,2001-03-01,47th,239264,8657.9,6689.2,47
Chicago,462.8,2001-03-01,East 103rd,57722,2358.1,798.5,106
Chicago,1586.4,2001-03-01,South Halsted,93228,3286.8,2914.5,8A
Chicago,3336.4,2001-02-01,Montrose,223386,9341.3,5803.6,78
Chicago,3490.7,2001-01-01,47th,220680,8069.8,6422.7,47
Chicago,6068.6,2001-04-01,87th,412772,16133.1,10908.4,87
Chicago,2024.0,2001-02-01,Wilson/Michigan Express,196929,8682.0,3798.2,145
Chicago,274.5,2001-03-01,Northwest Highway,41719,1681.2,726.9,68
Chicago,2596.9,2001-04-01,West 95th,140800,5229.4,4499.5,95W
Chicago,3821.1,2001-04-01,Montrose,240427,9323.1,6384.2,78
Chicago,368.7,2001-03-01,43rd,33863,1308.1,722.0,43
Chicago,2918.6,2001-03-01,Damen,241049,9353.5,4719.6,50
Chicago,7917.8,2001-02-01,Jackson Park Express,467758,19337.2,12335.8,6
Chicago,0.0,2001-01-01,Madison/Roosevelt Circulator,5410,245.9,0.0,127
Chicago,0.0,2001-02-01,North Harlem,7673,360.1,117.7,90N
Chicago,7651.3,2001-03-01,Kimball-Homan,566396,21323.3,13335.5,82
Chicago,5794.3,2001-04-01,Stony Island,322687,12183.6,9465.0,28
Chicago,855.9,2001-01-01,Cermak Express,8991,0.0,1177.9,X21
Chicago,62.6,2001-03-01,U. of Chicago/Kenwood,22245,982.4,76.3,172
Chicago,0.0,2001-04-01,West Cermak,9999,476.1,0.0,25
Chicago,16717.4,2001-02-01,Ashland,784087,31183.8,23385.3,9
Chicago,4781.0,2001-01-01,Cermak,218216,7423.7,7747.2,21
Chicago,0.0,2001-04-01,59th/61st,102399,4436.6,2307.4,59
Chicago,2795.5,2001-01-01,74th-75th,188676,7081.7,4725.3,75
Chicago,354.8,2001-01-01,43rd,34213,1351.0,679.3,43
Chicago,0.0,2001-01-01,North Harlem,7412,318.9,98.7,90N
Chicago,935.1,2001-01-01,Vincennes/111th,95661,3874.0,1439.3,112
Chicago,652.2,2001-01-01,South Chicago,95218,3823.5,1960.2,30
Chicago,0.0,2001-01-01,Wentworth,85655,3893.4,0.0,24
Chicago,7612.3,2001-02-01,North,389332,15783.4,10803.7,72
Chicago,0.0,2001-02-01,Main/Emerson,10294,514.7,0.0,202
Chicago,0.0,2001-03-01,55th/Narragansett,25869,1138.3,165.4,55N
Chicago,1167.5,2001-03-01,Peterson,114648,4466.4,2343.3,84
Chicago,2818.2,2001-02-01,Damen,204453,8839.3,4098.7,50
Chicago,7177.1,2001-02-01,67th-69th-71st,362682,14717.0,9908.3,67
Chicago,12550.0,2001-02-01,Sheridan,600416,24656.8,14270.0,151
